Full Name,department,12th Mark,10th Mark,Current CGPA,Backlogs,Company Placed,Skills Known,Projects Done,Certifications/Internships
Arjun Saini,eee,84.5,82.5,7.6,0,Hexaware Technologies, Ruby,"E-commerce Website Development, Student Database Management",Coforge Internship
Ritu Singh,ece,90.3,80.2,6.5,0,Birlasoft, JavaScript,"Inventory Management System, Network Security Tool",CSS Corp Internship
Sameer Gupta,eee,85.6,75.2,7.2,0,css corp, Java,"Food Delivery App, Travel Experience App",L&T Infotech Internship
Nisha Yadav,cse,82.7,88,6.2,0,css corp, JavaScript,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
Deepak Verma,it,88,85.2,7,0,L&T Infotech, SQL,"Online Voting System, DevOps Implementation","Wipro Internship,  CompTIA Security+"
Kirti Kapoor,cse,86.5,82,6.6,3,KPIT Technologies, PHP,"Sentiment Analysis Model, E-commerce Platform",Tech Mahindra Internship
Arjun Saini,it,80.5,87.4,9.1,0,Wipro Technologies, Python,"Bug Tracking System, UI Redesign for an App",HCL Technologies Internship
Ritu Singh,ece,89.2,80.5,8,0,Cognizant, SQL,"CRM Software, Inventory Management System",L&T Infotech Internship
Sameer Gupta,eee,81.8,78.2,7,0,KPIT Technologies, JavaScript,"Cloud Migration Project, Data Analysis Tool","Infosys Internship,  Java Certification"
Nisha Yadav,cse,87.3,83.2,8,0,Tech Mahindra, PHP,"E-commerce Platform, Mobile Task Management App",
Deepak Verma,it,84.2,84.5,9.4,0,Infosys, Java,"Inventory Management System, UI/UX Redesign","Wipro Internship,  CompTIA Security+"
Kirti Kapoor,cse,87.7,80.5,7.5,1,Wipro Technologies,C,"Customer Data Analysis, Database Optimization Tool",Tech Mahindra Internship
Rahul Sharma,it,79.5,7.4,9.4,0,Cognizant, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",HCL Technologies Internship
Priya Patel,ece,86.2,80.1,8.6,0,Wipro Technologies, SQL,"Software Testing Framework, Cloud Migration Project",L&T Infotech Internship
Karan Mehta,eee,81.3,7.6,6,0,KPIT Technologies,Html,"E-commerce Website Development, Data Analysis Tool","Mphasis Internship, Machine Learning Certification"
Pooja Gupta,cse,85.6,89.9,5,0,Tech Mahindra, Ruby,"Finance Management App, UI Redesign for Web App",Mindtree Internship
Ankit Verma,cse,85.6,77.5,9.6,0,KPIT Technologies,bootstrap,"Automotive Diagnostics Software, Embedded System for Vehicles",Persistent Systems Internship
Sneha Singh,it,82.7,81,7.2,0,Wipro Technologies, Java,"Content Management System, Mobile Task Management App",L&T Technology Services Internship
Rohit Saini,ece,88,77.2,6.8,0,Cognizant, JavaScript,"Bug Tracking System, Database Optimization Tool",Hexaware Technologies Internship
Simran Yadav,eee,86.5,92.3,7.5,0,Tech Mahindra, SQL,"Sales Forecasting System, Cloud Migration Project",Mindfire Solutions Internship
Abhishek Gupta,it,80.5,73.5,7.1,0,KPIT Technologies, PHP,"Website Redesign, UI/UX Redesign for Web App","Cognizant Internship,  Data Science Certification"
Priyanka Kapoor,it,89.2,81.5,6.5,2,Tech Mahindra, JavaScript,"Inventory Management System, Database Optimization Tool",Techjini Internship
Jatin Verma,ece,81.8,97.4,7.8,0,Wipro Technologies, Java,"E-commerce Website Development, Student Database Management","Mphasis Internship,  CompTIA Cloud+"
Kavita Sharma,it,87.3,82,6.9,0,Tech Mahindra, Ruby,"Inventory Management System, Network Security Tool","Quinnox Internship,  PHP Certification"
Alok Yadav,cse,84.2,75,7.4,0,Cognizant, JavaScript,"Inventory Management System, Network Security Tool",Birlasoft Internship
saanu,cse,87.7,80.1,6.7,0,Tech Mahindra, SQL,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
sharan,eee,79.5,78.5,7.3,0,Wipro Technologies, JavaScript,"Inventory Management System, Network Security Tool",Sonata Software Internship
abi,cse,86.2,81.5,6.3,2,css corp,C,"Food Delivery App, Travel Experience App",Syntel Internship
keerthi,it,81.3,76,7.1,0,Cognizant, Python,"Sales Forecasting System, Cloud Migration Project",Coforge Internship
jothi,cse,88.5,80.9,6.8,0,Wipro Technologies, SQL,"Online Voting System, DevOps Implementation",CSS Corp Internship
mayuri,it,80.2,76.8,7.6,0,Cognizant, JavaScript,"Sentiment Analysis Model, E-commerce Platform",L&T Infotech Internship
mohini,ece,86.3,91,6.5,0,KPIT Technologies, PHP,"Bug Tracking System, UI Redesign for an App","Infosys Internship,  Java Certification"
karthik,eee,79,77,7.2,0,Tech Mahindra,bootstrap,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
yuvaraj,cse,87,92.5,7.2,1,Infosys, Python,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
yuva,it,81.7,97.2,6.8,0,Wipro Technologies, JavaScript,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
ranjitha,ece,87.6,94.5,7.5,0,Cognizant, SQL,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
rani,cse,79.4,75.2,7.1,0,Wipro Technologies, Python,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
hema,it,84.5,80.3,6.5,0,KPIT Technologies, Ruby,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
hemaraj,ece,90.3,80.4,7.8,0,Tech Mahindra, JavaScript,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
parvathi,eee,80.2,93.5,6.9,0,KPIT Technologies, Java,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
aarthi,cse,86.3,82.5,7.4,0,Wipro Technologies, JavaScript,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
Aparna Verma,it,79,80.2,6.7,0,Cognizant, SQL,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindfire Solutions Internship
Arjun Saini,cse,87,75.2,7.3,0,Tech Mahindra,Html,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
Ritu Singh,it,81.7,88,6.3,0,KPIT Technologies, JavaScript,"Bug Tracking System, Database Optimization Tool",Techjini Internship
Sameer Gupta,ece,87.6,85.2,7.1,0,Tech Mahindra, Java,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
Nisha Yadav,eee,79.4,82,6.8,0,Wipro Technologies, Ruby,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
Deepak Verma,cse,84.5,87.4,7.6,0,Tech Mahindra,C,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
Kirti Kapoor,cse,90.3,80.5,6.5,0,Cognizant, SQL,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
Ram,it,85.6,78.2,7.2,0,Tech Mahindra, JavaScript,"Inventory Management System, Network Security Tool",Sonata Software Internship
Shahul,ece,82.7,83.2,6.2,0,Wipro Technologies, Java,"Food Delivery App, Travel Experience App",Syntel Internship
Charan,eee,88,84.5,7,0,css corp, Python,"E-commerce Website Development, Student Database Management",Coforge Internship
yamini,it,86.5,80.5,6.6,0,Cognizant, SQL,"Inventory Management System, Network Security Tool",CSS Corp Internship
suresh,it,80.5,7.4,7.5,0,Infosys, JavaScript,"Food Delivery App, Travel Experience App",L&T Infotech Internship
rituram,ece,89.2,80.1,6.3,0,Birlasoft, PHP,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
Ram,it,81.8,7.6,6.7,0,css corp, Java,"Online Voting System, DevOps Implementation",
Kiran,cse,87.3,89.9,4,0,KPIT Technologies,bootstrap,"Sentiment Analysis Model, E-commerce Platform","Wipro Internship,  CompTIA Security+"
Meenakshi,cse,84.2,77.5,7.4,0,Wipro Technologies, JavaScript,"Bug Tracking System, UI Redesign for an App",Tech Mahindra Internship
parvathi,eee,87.7,81,6.7,0,Cognizant, SQL,"CRM Software, Inventory Management System",HCL Technologies Internship
aarthi,cse,79.5,77.2,7.3,0,KPIT Technologies, Python,"Cloud Migration Project, Data Analysis Tool",L&T Infotech Internship
aarthka,it,86.2,92.3,6.3,0,Tech Mahindra, Ruby,"E-commerce Platform, Mobile Task Management App","Mphasis Internship, Machine Learning Certification"
Abhishek Gupta,cse,81.3,73.5,7.1,0,Infosys, JavaScript,"Inventory Management System, UI/UX Redesign",Mindtree Internship
Priyanka Kapoor,it,85.6,81.5,6.8,0,Wipro Technologies, Java,"Customer Data Analysis, Database Optimization Tool",Persistent Systems Internship
Jatin Verma,ece,85.6,97.4,7.6,0,Cognizant, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",L&T Technology Services Internship
Kavita Sharma,eee,82.7,82,6.5,0,Wipro Technologies,C,"Software Testing Framework, Cloud Migration Project",Hexaware Technologies Internship
Alok Yadav,cse,88,75,7.2,0,Cognizant, PHP,"E-commerce Website Development, Data Analysis Tool",Mindfire Solutions Internship
Meenakshi Singh,it,86.5,80.1,6.2,0,Wipro Technologies,Html,"Finance Management App, UI Redesign for Web App","Cognizant Internship,  Data Science Certification"
Rishabh Kapoor,ece,80.5,78.5,7,0,Cognizant, Java,"Automotive Diagnostics Software, Embedded System for Vehicles",Techjini Internship
Aparna Verma,cse,89.2,81.5,6.6,0,KPIT Technologies, Ruby,"Content Management System, Mobile Task Management App","Mphasis Internship,  CompTIA Cloud+"
Arjun Saini,it,81.8,76,9.1,3,Tech Mahindra, JavaScript,"Bug Tracking System, Database Optimization Tool","Quinnox Internship,  PHP Certification"
Ritu Singh,ece,87.3,80.9,8,0,Infosys, SQL,"Sales Forecasting System, Cloud Migration Project",Birlasoft Internship
Sameer Gupta,eee,84.2,76.8,7,0,Wipro Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App",KPIT Technologies Internship
Nisha Yadav,cse,87.7,91,8,0,Cognizant, Java,"Inventory Management System, Database Optimization Tool",Sonata Software Internship
Deepak Verma,it,79.5,77,9.4,0,Wipro Technologies, Python,"E-commerce Website Development, Student Database Management",Syntel Internship
Kirti Kapoor,ece,86.2,92.5,7.5,0,KPIT Technologies, SQL,"Inventory Management System, Network Security Tool",Coforge Internship
Ram,eee,81.3,97.2,7.2,1,Tech Mahindra, JavaScript,"Food Delivery App, Travel Experience App",CSS Corp Internship
Shahul,cse,88.5,94.5,6.8,0,KPIT Technologies, PHP,"Sales Forecasting System, Cloud Migration Project",L&T Infotech Internship
Charan,it,80.2,75.2,7.5,0,Wipro Technologies,bootstrap,"Online Voting System, DevOps Implementation","Infosys Internship,  Java Certification"
yamini,ece,86.3,80.3,7.1,0,Cognizant, Python,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
suresh,eee,79,80.4,6.5,0,Tech Mahindra, JavaScript,"Bug Tracking System, UI Redesign for an App",
ltiman,cse,87,93.5,7.8,0,KPIT Technologies, SQL,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
manu,it,81.7,82.5,6.9,0,Tech Mahindra, Python,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
saanu,ece,87.6,80.2,7.4,0,Wipro Technologies, Ruby,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
sharan,eee,79.4,75.2,6.7,0,Tech Mahindra, JavaScript,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
abi,cse,84.5,88,7.3,0,Cognizant, Java,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
keerthi,it,90.3,85.2,6.3,2,Tech Mahindra, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
jothi,ece,80.2,82,7.1,0,Wipro Technologies, SQL,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
mayuri,eee,86.3,87.4,6.8,0,css corp, PHP,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
mohini,cse,79,80.5,7.6,0,Cognizant, JavaScript,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
karthik,it,87,78.2,6.5,0,Infosys, Java,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindfire Solutions Internship
yuvaraj,ece,81.7,83.2,7.2,0,Birlasoft, Ruby,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
yuva,eee,87.6,84.5,6.2,2,css corp, JavaScript,"Bug Tracking System, Database Optimization Tool",Techjini Internship
ranjitha,cse,79.4,80.5,7,0,KPIT Technologies, SQL,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
Rahul Sharma,it,84.5,7.4,6.6,0,Wipro Technologies,C,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
Priya Patel,ece,90.3,80.1,7.5,0,Cognizant, Java,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
Karan Mehta,eee,85.6,7.6,6.3,0,KPIT Technologies, Python,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
Pooja Gupta,cse,82.7,89.9,6.7,0,Tech Mahindra,bootstrap,"Inventory Management System, Network Security Tool",Sonata Software Internship
Ankit Verma,cse,88,77.5,4,1,Infosys, JavaScript,"Food Delivery App, Travel Experience App",Syntel Internship
Sneha Singh,it,86.5,81,7.4,0,Wipro Technologies, PHP,"Sales Forecasting System, Cloud Migration Project",Coforge Internship
Rohit Saini,ece,80.5,77.2,6.7,0,Cognizant, Java,"Online Voting System, DevOps Implementation",CSS Corp Internship
Simran Yadav,eee,89.2,92.3,7.3,0,Wipro Technologies, Python,"Sentiment Analysis Model, E-commerce Platform",L&T Infotech Internship
Abhishek Gupta,ece,81.8,73.5,6.3,0,Cognizant, JavaScript,"Bug Tracking System, UI Redesign for an App","Infosys Internship,  Java Certification"
Priyanka Kapoor,eee,87.3,81.5,7.1,0,Wipro Technologies, SQL,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
Jatin Verma,cse,84.2,97.4,6.8,0,Cognizant, Python,"Cloud Migration Project, Data Analysis Tool","Infosys Internship,  Java Certification"
Kavita Sharma,it,87.7,82,7.6,0,KPIT Technologies, Ruby,"E-commerce Platform, Mobile Task Management App",
Alok Yadav,cse,79.5,75,7.4,0,Tech Mahindra, JavaScript,"Inventory Management System, UI/UX Redesign","Wipro Internship,  CompTIA Security+"
Meenakshi Singh,it,86.2,80.1,6.7,0,Infosys, Java,"Customer Data Analysis, Database Optimization Tool",Tech Mahindra Internship
Rishabh Kapoor,ece,81.3,78.5,7.3,0,Wipro Technologies, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",HCL Technologies Internship
Aparna Verma,eee,85.6,81.5,6.3,0,Cognizant, SQL,"Software Testing Framework, Cloud Migration Project",L&T Infotech Internship
Arjun Saini,cse,85.6,76,7.1,0,Wipro Technologies, PHP,"E-commerce Website Development, Data Analysis Tool","Mphasis Internship, Machine Learning Certification"
Ritu Singh,it,82.7,80.9,6.8,0,KPIT Technologies, JavaScript,"Finance Management App, UI Redesign for Web App",Mindtree Internship
Sameer Gupta,cse,88,76.8,7.6,0,Tech Mahindra,bootstrap,"Automotive Diagnostics Software, Embedded System for Vehicles",Persistent Systems Internship
Nisha Yadav,it,86.5,91,6.5,0,KPIT Technologies, JavaScript,"Content Management System, Mobile Task Management App",L&T Technology Services Internship
Deepak Verma,ece,80.5,77,7.2,0,Wipro Technologies, Java,"Bug Tracking System, Database Optimization Tool",Hexaware Technologies Internship
Rahul Sharma,cse,86.3,72.5,6.7,1,Cognizant, JavaScript,"Content Management System, Mobile Task Management App",Hexaware Technologies Internship
Priya Patel,it,79,91.6,7.3,0,Wipro Technologies, SQL,"Bug Tracking System, Database Optimization Tool",Mindfire Solutions Internship
Karan Mehta,ece,87,80.2,6.3,0,KPIT Technologies, PHP,"Sales Forecasting System, Cloud Migration Project","Cognizant Internship,  Data Science Certification"
Pooja Gupta,eee,81.7,93,7.1,0,Tech Mahindra, JavaScript,"Website Redesign, UI/UX Redesign for Web App",Techjini Internship
Ankit Verma,cse,87.6,81.5,6.8,0,KPIT Technologies, Java,"Inventory Management System, Database Optimization Tool","Mphasis Internship,  CompTIA Cloud+"
Sneha Singh,cse,79.4,83.7,7.6,0,Wipro Technologies,C,"E-commerce Website Development, Student Database Management","Quinnox Internship,  PHP Certification"
Rohit Saini,it,84.5,76,6.5,0,Cognizant,Html,"Inventory Management System, Network Security Tool",Birlasoft Internship
Simran Yadav,ece,90.3,87,7.2,0,Tech Mahindra, SQL,"Food Delivery App, Travel Experience App",KPIT Technologies Internship
Abhishek Gupta,eee,85.6,85,6.2,0,KPIT Technologies, JavaScript,"E-commerce Website Development, Student Database Management",Sonata Software Internship
Priyanka Kapoor,it,82.7,80,7,0,Tech Mahindra, Java,"Inventory Management System, Network Security Tool",Syntel Internship
Jatin Verma,it,88,84.2,6.6,0,Wipro Technologies, Python,"Food Delivery App, Travel Experience App",Coforge Internship
Kavita Sharma,ece,86.5,81.5,7.5,0,Tech Mahindra, SQL,"Sales Forecasting System, Cloud Migration Project",CSS Corp Internship
Alok Yadav,it,80.5,74.2,6.3,0,Cognizant, JavaScript,"Online Voting System, DevOps Implementation",L&T Infotech Internship
Meenakshi Singh,cse,89.2,81.6,6.7,0,Tech Mahindra, PHP,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
Rishabh Kapoor,cse,81.8,92.5,4,0,Wipro Technologies, Java,"Bug Tracking System, UI Redesign for an App","Wipro Internship,  CompTIA Security+"
Aparna Verma,eee,87.3,80.5,7.4,0,css corp, Python,"CRM Software, Inventory Management System",Tech Mahindra Internship
Arjun Saini,cse,84.2,75.2,6.8,0,Cognizant, JavaScript,"Cloud Migration Project, Data Analysis Tool",HCL Technologies Internship
Ritu Singh,it,87.7,80.3,7.5,0,Infosys, SQL,"E-commerce Platform, Mobile Task Management App",L&T Infotech Internship
Sameer Gupta,cse,79.5,80.4,7.1,0,Birlasoft, Python,"Inventory Management System, UI/UX Redesign","Mphasis Internship, Machine Learning Certification"
Nisha Yadav,it,86.2,93.5,6.5,0,css corp, Ruby,"Customer Data Analysis, Database Optimization Tool",Mindtree Internship
Deepak Verma,ece,81.3,82.5,7.8,0,KPIT Technologies, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Persistent Systems Internship
Kirti Kapoor,eee,85.6,80.2,6.9,0,Wipro Technologies,bootstrap,"Software Testing Framework, Cloud Migration Project",L&T Technology Services Internship
Arjun Saini,cse,82.7,75.2,7.4,0,Cognizant, JavaScript,"E-commerce Website Development, Data Analysis Tool",Hexaware Technologies Internship
Ritu Singh,it,75.2,88,6.7,0,KPIT Technologies, SQL,"Finance Management App, UI Redesign for Web App",Mindfire Solutions Internship
Sameer Gupta,ece,80.3,85.2,7.3,0,Tech Mahindra,C,"Automotive Diagnostics Software, Embedded System for Vehicles","Cognizant Internship,  Data Science Certification"
Nisha Yadav,cse,80.4,82,6.3,0,Infosys, JavaScript,"Content Management System, Mobile Task Management App",Techjini Internship
Deepak Verma,it,93.5,87.4,7.1,0,Wipro Technologies, Java,"Bug Tracking System, Database Optimization Tool","Mphasis Internship,  CompTIA Cloud+"
Kirti Kapoor,ece,82.5,80.5,6.8,0,Cognizant, Ruby,"Sales Forecasting System, Cloud Migration Project","Quinnox Internship,  PHP Certification"
Rahul Sharma,eee,80.2,78.2,7.6,0,Wipro Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App",Birlasoft Internship
Priya Patel,cse,75.2,83.2,6.5,0,Tech Mahindra, SQL,"Inventory Management System, Database Optimization Tool",KPIT Technologies Internship
Karan Mehta,it,88,84.5,7.2,0,Wipro Technologies, JavaScript,"E-commerce Website Development, Student Database Management",Sonata Software Internship
Pooja Gupta,ece,85.2,80.5,6.2,0,css corp, Java,"Inventory Management System, Network Security Tool",Syntel Internship
Ankit Verma,eee,82,7.4,7,0,Cognizant, Python,"Food Delivery App, Travel Experience App",Coforge Internship
Sneha Singh,cse,87.4,80.1,6.6,0,Wipro Technologies,Html,"Sales Forecasting System, Cloud Migration Project",CSS Corp Internship
Rohit Saini,it,80.5,7.6,7.5,0,KPIT Technologies,bootstrap,"Online Voting System, DevOps Implementation",L&T Infotech Internship
Simran Yadav,ece,78.2,89.9,6.3,3,Tech Mahindra, PHP,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
Abhishek Gupta,eee,83.2,77.5,6.7,0,KPIT Technologies, Java,"Bug Tracking System, UI Redesign for an App",
Priyanka Kapoor,cse,84.5,81,4,0,Wipro Technologies, Python,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
Jatin Verma,it,80.5,77.2,7.4,0,Cognizant, JavaScript,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
Kavita Sharma,ece,7.4,92.3,8,0,Tech Mahindra, SQL,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
Alok Yadav,eee,80.1,73.5,9,0,KPIT Technologies, Python,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
Meenakshi Singh,cse,7.6,81.5,7.4,1,Tech Mahindra, Ruby,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
Rishabh Kapoor,it,89.9,97.4,6.7,0,Wipro Technologies, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
Aparna Verma,ece,77.5,82,7.3,0,Tech Mahindra, Java,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
Arjun Saini,eee,81,75,6.3,0,Hexaware Technologies, JavaScript,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
Ritu Singh,cse,77.2,80.1,7.1,0,Infosys, SQL,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
Sameer Gupta,it,92.3,78.5,6.8,0,Wipro Technologies, PHP,"Automotive Diagnostics Software, Embedded System for Vehicles",Mindfire Solutions Internship
Nisha Yadav,ece,73.5,81.5,7.6,0,Infosys, JavaScript,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
Deepak Verma,eee,81.5,76,6.5,0,Hexaware Technologies, Java,"Bug Tracking System, Database Optimization Tool",Techjini Internship
Kirti Kapoor,cse,97.4,80.9,7.2,0,Cognizant,bootstrap,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
Ram,it,82,76.8,6.2,0,Hexaware Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
Shahul,ece,75,91,7,2,Birlasoft, SQL,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
Charan,eee,80.1,77,6.6,0,css corp, JavaScript,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
yamini,cse,78.5,92.5,7.5,0,css corp, Java,"Inventory Management System, Network Security Tool",Sonata Software Internship
suresh,cse,81.5,97.2,6.3,0,L&T Infotech, Python,"Food Delivery App, Travel Experience App",Syntel Internship
rituram,it,76,94.5,6.7,0,KPIT Technologies, SQL,"Sales Forecasting System, Cloud Migration Project",Coforge Internship
Ram,ece,80.9,80.2,4,0,Wipro Technologies, JavaScript,"Online Voting System, DevOps Implementation",CSS Corp Internship
Kiran,eee,76.8,86.3,7.4,2,Cognizant, PHP,"Sentiment Analysis Model, E-commerce Platform",L&T Infotech Internship
Meenakshi,ece,91,79,6.7,0,KPIT Technologies, Java,"Bug Tracking System, UI Redesign for an App","Infosys Internship,  Java Certification"
Meera,eee,77,87,7.3,0,Tech Mahindra, Python,"CRM Software, Inventory Management System","Infosys Internship,  Java Certification"
Rahul,cse,92.5,81.7,6.3,0,Infosys, JavaScript,"Cloud Migration Project, Data Analysis Tool",
Chandran,it,97.2,87.6,7.1,0,Wipro Technologies, SQL,"E-commerce Platform, Mobile Task Management App","Wipro Internship,  CompTIA Security+"
raiu,cse,94.5,79.4,6.8,0,Cognizant, Python,"Inventory Management System, UI/UX Redesign",Tech Mahindra Internship
raja,it,75.2,84.5,7.6,1,Wipro Technologies,C,"Customer Data Analysis, Database Optimization Tool",HCL Technologies Internship
maran,ece,80.3,90.3,6.5,0,KPIT Technologies,Html,"Location-Based Services App, UI Redesign for Mobile App",L&T Infotech Internship
Krishna,eee,80.4,85.6,7.2,0,Tech Mahindra, Java,"Software Testing Framework, Cloud Migration Project","Mphasis Internship, Machine Learning Certification"
Singh,cse,93.5,82.7,6.2,0,KPIT Technologies, JavaScript,"E-commerce Website Development, Data Analysis Tool",Mindtree Internship
Kohal,it,82.5,88,7,0,Wipro Technologies,bootstrap,"Finance Management App, UI Redesign for Web App",Persistent Systems Internship
Ramkiran,cse,80.2,86.5,6.6,0,Cognizant, PHP,"Automotive Diagnostics Software, Embedded System for Vehicles",L&T Technology Services Internship
Chandra,it,75.2,80.5,9.1,0,Tech Mahindra, JavaScript,"Content Management System, Mobile Task Management App",Hexaware Technologies Internship
sekar,ece,88,89.2,8,0,KPIT Technologies, Java,"Bug Tracking System, Database Optimization Tool",Mindfire Solutions Internship
manoj,eee,85.2,81.8,7,0,KPIT Technologies, Ruby,"Content Management System, Mobile Task Management App","Cognizant Internship,  Data Science Certification"
remuyuka,cse,82,87.3,8,0,Wipro Technologies, JavaScript,"Bug Tracking System, Database Optimization Tool",Techjini Internship
reshu,cse,87.4,84.2,9.4,0,Cognizant, SQL,"Sales Forecasting System, Cloud Migration Project","Mphasis Internship,  CompTIA Cloud+"
kala,it,80.5,87.7,7.5,0,KPIT Technologies, JavaScript,"Website Redesign, UI/UX Redesign for Web App","Quinnox Internship,  PHP Certification"
hariharan,ece,78.2,79.5,9.4,0,Tech Mahindra, Java,"Inventory Management System, Database Optimization Tool",Birlasoft Internship
harish,eee,83.2,86.2,8.6,0,Infosys,bootstrap,"E-commerce Website Development, Student Database Management",KPIT Technologies Internship
ranjith,it,84.5,81.3,6,0,Wipro Technologies, SQL,"Inventory Management System, Network Security Tool",Sonata Software Internship
Sam,it,80.5,85.6,5,0,Cognizant, JavaScript,"Food Delivery App, Travel Experience App",Syntel Internship
samuel,ece,7.4,85.6,9.6,0,Wipro Technologies, PHP,"E-commerce Website Development, Student Database Management",Coforge Internship
Edwin,it,80.1,82.7,7.2,0,KPIT Technologies, Java,"Inventory Management System, Network Security Tool",CSS Corp Internship
adhi,cse,7.6,88,6.8,0,Tech Mahindra, Python,"Food Delivery App, Travel Experience App",L&T Infotech Internship
lakshmi,cse,89.9,86.5,7.5,0,KPIT Technologies, JavaScript,"Sales Forecasting System, Cloud Migration Project","Infosys Internship,  Java Certification"
asvitha,eee,77.5,80.5,7.1,0,Wipro Technologies, SQL,"Online Voting System, DevOps Implementation","Wipro Internship,  CompTIA Security+"
semel,cse,81,89.2,6.5,0,Cognizant, Python,"Sentiment Analysis Model, E-commerce Platform","Infosys Internship,  Java Certification"
yogi,it,77.2,81.8,7.8,0,Tech Mahindra, Ruby,"Bug Tracking System, UI Redesign for an App",
babu chandra,cse,92.3,87.3,6.9,0,KPIT Technologies, JavaScript,"CRM Software, Inventory Management System","Wipro Internship,  CompTIA Security+"
sekar chandran,it,73.5,84.2,7.4,0,Tech Mahindra,C,"Cloud Migration Project, Data Analysis Tool",Tech Mahindra Internship
renu,ece,81.5,87.7,6.7,0,Wipro Technologies,Html,"E-commerce Platform, Mobile Task Management App",HCL Technologies Internship
niru,eee,97.4,79.5,7.3,0,Tech Mahindra, SQL,"Inventory Management System, UI/UX Redesign",L&T Infotech Internship
sakthi,cse,82,86.2,6.3,0,Cognizant, PHP,"Customer Data Analysis, Database Optimization Tool","Mphasis Internship, Machine Learning Certification"
abirami,it,75,81.3,7.1,0,Tech Mahindra, JavaScript,"Location-Based Services App, UI Redesign for Mobile App",Mindtree Internship
mufa,ece,80.1,88.5,6.8,0,Wipro Technologies, Java,"Software Testing Framework, Cloud Migration Project",Persistent Systems Internship
gopika,cse,78.5,80.2,7.6,0,css corp, JavaScript,"E-commerce Website Development, Data Analysis Tool",L&T Technology Services Internship
gopi,it,81.5,86.3,6.5,0,Cognizant, Java,"Finance Management App, UI Redesign for Web App",Hexaware Technologies Internship
